csv data<csv
time>2022-05-28T01:51:46Z;lat>-1.1583643;lon>116.8997469;elev>27.122;hr>0;cadence>0;speed>1.715;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583639;lon>116.8997473;elev>27.112;hr>0;cadence>0;speed>1.749;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583635;lon>116.8997477;elev>27.151;hr>0;cadence>0;speed>1.814;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583636;lon>116.8997476;elev>27.157;hr>0;cadence>0;speed>1.63;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583636;lon>116.8997475;elev>27.101;hr>0;cadence>0;speed>1.411;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583634;lon>116.8997479;elev>27.231;hr>0;cadence>0;speed>1.455;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583631;lon>116.8997484;elev>27.212;hr>0;cadence>0;speed>1.56;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583626;lon>116.899749;elev>27.109;hr>0;cadence>0;speed>1.795;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583623;lon>116.8997497;elev>27.083;hr>0;cadence>0;speed>1.71;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583621;lon>116.8997504;elev>27.218;hr>0;cadence>0;speed>1.647;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583617;lon>116.899751;elev>27.222;hr>0;cadence>0;speed>1.724;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583612;lon>116.8997514;elev>27.131;hr>0;cadence>0;speed>1.854;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583606;lon>116.8997519;elev>27.082;hr>0;cadence>0;speed>1.916;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583604;lon>116.8997525;elev>27.175;hr>0;cadence>0;speed>1.798;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.15836;lon>116.8997532;elev>27.25;hr>0;cadence>0;speed>1.821;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583595;lon>116.899754;elev>27.285;hr>0;cadence>0;speed>1.915;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583588;lon>116.8997547;elev>27.302;hr>0;cadence>0;speed>2.076;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:46Z;lat>-1.1583582;lon>116.8997554;elev>27.293;hr>0;cadence>0;speed>2.155;distance>0;precision>151;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583574;lon>116.899756;elev>27.293;hr>0;cadence>0;speed>2.209;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583563;lon>116.8997564;elev>27.291;hr>0;cadence>0;speed>2.269;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583555;lon>116.8997567;elev>27.274;hr>0;cadence>0;speed>2.225;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583546;lon>116.8997572;elev>27.259;hr>0;cadence>0;speed>2.239;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583537;lon>116.8997578;elev>27.265;hr>0;cadence>0;speed>2.354;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583526;lon>116.8997585;elev>27.253;hr>0;cadence>0;speed>2.472;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583518;lon>116.8997593;elev>27.263;hr>0;cadence>0;speed>2.532;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583508;lon>116.89976;elev>27.266;hr>0;cadence>0;speed>2.513;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.15835;lon>116.8997604;elev>27.264;hr>0;cadence>0;speed>2.401;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583492;lon>116.8997614;elev>27.293;hr>0;cadence>0;speed>2.47;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583483;lon>116.8997622;elev>27.289;hr>0;cadence>0;speed>2.487;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583476;lon>116.8997628;elev>27.283;hr>0;cadence>0;speed>2.425;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583466;lon>116.8997636;elev>27.289;hr>0;cadence>0;speed>2.484;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583454;lon>116.8997644;elev>27.292;hr>0;cadence>0;speed>2.598;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583442;lon>116.8997651;elev>27.3;hr>0;cadence>0;speed>2.632;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583429;lon>116.8997656;elev>27.303;hr>0;cadence>0;speed>2.625;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583416;lon>116.8997661;elev>27.309;hr>0;cadence>0;speed>2.65;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583403;lon>116.8997665;elev>27.322;hr>0;cadence>0;speed>2.68;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:48Z;lat>-1.1583388;lon>116.8997665;elev>27.319;hr>0;cadence>0;speed>2.685;distance>0;precision>231;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.1583374;lon>116.8997663;elev>27.311;hr>0;cadence>0;speed>2.669;distance>0;precision>234;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.1583362;lon>116.8997668;elev>27.306;hr>0;cadence>0;speed>2.646;distance>0;precision>234;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.1583355;lon>116.8997673;elev>27.303;hr>0;cadence>0;speed>2.525;distance>0;precision>234;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.1583348;lon>116.899768;elev>27.27;hr>0;cadence>0;speed>2.444;distance>0;precision>234;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.1583344;lon>116.8997679;elev>27.228;hr>0;cadence>0;speed>2.185;distance>0;precision>234;temp>0;
time>2022-05-28T01:51:49Z;lat>-1.158334;lon>116.8997677;elev>27.187;hr>0;cadence>0;speed>1.988;distance>0;precision>234;temp>0;
